id,name,year_level,student_email,parent_name,parent_email,parent_mobile,opted_out_of_catering
377677b8-ea6a-44df-a63a-89f56ff38610,Nancy Feng,9,nancyfeng@eq.edu.au,Na Feng,nafeng@yahoo.com,0434 100 721,false
378092a2-0d5c-45ea-88fa-acfc50676ed5,Thomas Williams,9,thomaswilliams@gmail.com,Frankie Williams,frankiewilliams@outlook.com,0464 344 649,false
379b1d7b-7cdf-4d04-a921-e3a48e987567,Patrick Brown,10,patrickbrown@loreto.qld.edu.au,Leo Brown,leobrown@outlook.com,0464 214 700,false
38ac86c7-a923-47ac-a73c-7e6edb8f9c41,Harper Green,12,harpergreen@loreto.qld.edu.au,Henry Green,henrygreen@live.com,0437 680 724,false
39151b39-99ff-4427-9dd7-224d362619a4,Phoebe Harris,9,phoebeharris@eq.edu.au,Hudson Harris,hudsonharris@gmail.com,0415 285 648,false
39cc714c-6102-4926-9b6f-60e43496b646,Levi Morris,12,levimorris@chac.qld.edu.au,Cooper Morris,coopermorris@live.com,0439 770 274,false
3a5e266f-c03e-40b7-863a-100a8df8575b,Benjamin Wilson,12,benjaminwilson@student.jpc.qld.edu.au,Aria Wilson,ariawilson@live.com,0458 480 893,false
3b6206c9-f891-4f1c-808c-c787920ccda1,Liam Robinson,9,liamrobinson@student.jpc.qld.edu.au,Zoe Robinson,zoerobinson@bigpond.com,0476 386 407,false
3cc268dd-096a-4f50-96d3-22a509097bed,Amelia Young,11,ameliayoung@chac.qld.edu.au,Connor Young,connoryoung@gmail.com,0465 811 441,false
3cdc9a74-ea91-4590-8986-d7265a252010,Evie Carter,12,eviecarter@student.jpc.qld.edu.au,Pippa Carter,pippacarter@icloud.com,0404 728 342,false
3d0f468a-6b97-4773-ae56-c53f048b9173,Camila Martinez,10,camilamartinez@chac.qld.edu.au,Ximena Martinez,ximenamartinez@iinet.net.au,0424 748 726,false
3e209eb2-8e4a-4954-824e-b330a2c6cb9d,Benjamin Wilson,12,benjaminwilson@eq.edu.au,William Wilson,williamwilson@gmail.com,0471 600 784,false
3f41c0ff-d66c-4e0a-b1fe-9afe8c34125c,Daniel Wilson,10,danielwilson@chac.qld.edu.au,Sophia Wilson,sophiawilson@iinet.net.au,0443 750 755,false
3ff1c91e-c5b4-484e-a5dc-bfe53acbbd68,Hannah White,10,hannahwhite@gmail.com,Tahlia White,tahliawhite@gmail.com,0444 957 430,false
41438dfc-8deb-4306-b848-f4f0b8310a8e,Zoe Johnson,12,zoejohnson@eq.edu.au,Cooper Johnson,cooperjohnson@iinet.net.au,0472 673 687,false
416afd64-94ff-4bba-8f79-cbefe1edc794,Hudson Clark,12,hudsonclark@eq.edu.au,Lily Clark,lilyclark@iinet.net.au,0417 864 635,false
41975c48-9ea1-41ed-9705-c1bf2776d129,James Murphy,11,jamesmurphy@eq.edu.au,Sophie Murphy,sophiemurphy@outlook.com,0465 057 397,false
431bd9bc-f7a1-45a5-855c-25b79a0ff206,Levi Jones,10,levijones@eq.edu.au,Levi Jones,levijones@icloud.com,0422 712 209,false
43265a22-0a19-40b0-b708-73cf2cca8028,Blake Brown,11,blakebrown@mbbc.qld.edu.au,Emily Brown,emilybrown@bigpond.com,0408 079 888,false
442aadc0-e96a-474f-9f4d-c638c6ac12d9,Karan Iyer,12,karaniyer@eq.edu.au,Vikram Iyer,vikramiyer@hotmail.com,0452 167 556,false
447a4d18-453b-48a5-8a62-c858a79df1d8,Bailey King,12,baileyking@chac.qld.edu.au,Evie King,evieking@icloud.com,0415 472 611,false
4517a7c3-df67-4f9a-8f3f-5d17dd726fbd,Riley Clark,12,rileyclark@eq.edu.au,Penelope Clark,penelopeclark@iinet.net.au,0465 340 241,false
471148e8-8a55-42d8-9e10-d01f46d0c5e5,Olivia King,11,oliviaking@chac.qld.edu.au,Matilda King,matildaking@yahoo.com,0481 636 730,false
47e9e7d9-2aeb-46c5-8d24-ae4aab78ad6f,Charlotte Evans,11,charlotteevans@loreto.qld.edu.au,Imogen Evans,imogenevans@live.com,0418 911 262,false
47f8e057-53fa-4870-bea7-dc8a17513026,Bailey Morris,11,baileymorris@student.jpc.qld.edu.au,James Morris,jamesmorris@bigpond.com,0460 478 108,false
485ecba1-787e-4331-aaa7-e246f7206474,Zachary Anderson,12,zacharyanderson@mbbc.qld.edu.au,Patrick Anderson,patrickanderson@icloud.com,0444 934 947,false
48dad97d-be24-4aa7-8474-31c1a2417021,Riley Adams,11,rileyadams@chac.qld.edu.au,Rose Adams,roseadams@live.com,0428 903 252,false
4a30bcdf-08d2-415e-a465-d37151ac65e7,Sophia Murphy,12,sophiamurphy@loreto.qld.edu.au,Max Murphy,maxmurphy@bigpond.com,0465 290 977,false
4ab32937-e50e-4aac-a49a-65fad68dd4e6,Madison Campbell,10,madisoncampbell@eq.edu.au,Evie Campbell,eviecampbell@icloud.com,0414 335 773,false
4af9f053-8215-4283-ad14-ad72f075b1d1,Hannah Hall,11,hannahhall@loreto.qld.edu.au,Zachary Hall,zacharyhall@hotmail.com,0439 872 588,true
4b449f2a-f620-4729-974e-1a0953433cfa,Zachary Anderson,11,zacharyanderson@chac.qld.edu.au,Spencer Anderson,spenceranderson@yahoo.com,0455 722 477,false
4b7823a9-ab0a-4b29-9463-ad22bcf868de,Neha Iyer,12,nehaiyer@loreto.qld.edu.au,Myra Iyer,myraiyer@bigpond.com,0433 682 586,false
4c0fbbf1-5301-4289-9d7f-06ad471f1b62,Ruby Brown,12,rubybrown@chac.qld.edu.au,Levi Brown,levibrown@live.com,0454 959 276,false
4ca0b268-650f-4954-bca1-184bd82acecf,Lucas Evans,11,lucasevans@eq.edu.au,Samuel Evans,samuelevans@gmail.com,0471 102 682,false
4d7bea28-8640-4178-8ad3-885ef6dc90c8,Edward Cook,12,edwardcook@student.jpc.qld.edu.au,Joshua Cook,joshuacook@outlook.com,0487 415 046,false
525e36ca-449d-4111-bf46-97bcf707c13f,Emily Green,12,emilygreen@student.jpc.qld.edu.au,Ella Green,ellagreen@outlook.com,0405 946 683,false
53dee3d4-f8e4-44c5-83d4-f530ad5d354d,Charlie Mitchell,12,charliemitchell@eq.edu.au,Jack Mitchell,jackmitchell@bigpond.com,0458 033 722,false
544be0f6-98e8-42e9-9d7c-a345b21112ff,Lucas Murphy,10,lucasmurphy@eq.edu.au,Frankie Murphy,frankiemurphy@yahoo.com,0485 959 985,false
54fc67f6-59b9-4124-9b91-6373eea5e4dc,Sienna Williams,10,siennawilliams@chac.qld.edu.au,Georgia Williams,georgiawilliams@iinet.net.au,0466 086 531,false
55c6d556-2dba-4172-b655-10321c7c02dc,Christina Hu,12,christinahu@student.jpc.qld.edu.au,Tony Hu,tonyhu@live.com,0425 656 150,false
563de481-2c7b-4c42-abfa-73ed70e94dfa,Joyce Zhu,10,joycezhu@student.jpc.qld.edu.au,Li Zhu,lizhu@outlook.com,0485 752 390,false
58041b38-2a6e-4ae0-95cc-00eba3ebcc37,Harper Harris,11,harperharris@chac.qld.edu.au,Nathan Harris,nathanharris@gmail.com,0449 332 019,false
595389b2-fec0-490a-8f2b-28c11ae991eb,Ethan Phillips,12,ethanphillips@eq.edu.au,Scarlett Phillips,scarlettphillips@hotmail.com,0432 660 989,false
599f3974-e5b9-402a-be98-2abd5c9d5472,Georgia Scott,10,georgiascott@gmail.com,Connor Scott,connorscott@outlook.com,0480 224 131,false
5ca4740b-d50f-48f8-b341-b6530cb38388,Sophie Martin,12,sophiemartin@eq.edu.au,Samuel Martin,samuelmartin@yahoo.com,0436 974 666,false
5d176d2a-f88b-4d1f-80ce-89206096afce,Nathan Adams,10,nathanadams@chac.qld.edu.au,Ryan Adams,ryanadams@icloud.com,0427 054 701,false
5d1e71da-81cf-4ad2-a94f-589c24ef96ff,Evie Lewis,10,evielewis@eq.edu.au,Spencer Lewis,spencerlewis@live.com,0422 059 881,false
5d648895-289a-4316-b6ef-1a5cdf44babe,William Cook,11,williamcook@chac.qld.edu.au,Henry Cook,henrycook@icloud.com,0438 806 788,false
5e0d0bce-9ac7-4324-8944-b2a7403ccfcb,Jian Wei,10,jianwei@student.jpc.qld.edu.au,Long Wei,longwei@live.com,0467 601 153,false
5e7af5f8-df8e-4cfc-96e3-0e6380906e36,Willow Murphy,9,willowmurphy@eq.edu.au,Thomas Murphy,thomasmurphy@iinet.net.au,0441 827 416,false
6044b797-7c61-44e9-aa8f-ac32c165f5d0,Isla Thompson,12,islathompson@chac.qld.edu.au,Annabelle Thompson,annabellethompson@iinet.net.au,0436 923 284,false
60510da4-8f40-43e7-b372-e50f6e9d5e4f,Hong Guo,12,hongguo@mbbc.qld.edu.au,Yang Guo,yangguo@outlook.com,0403 943 230,false
614ff810-afe1-4f73-9d6e-e95fdac923fd,Riley Parker,11,rileyparker@chac.qld.edu.au,Georgia Parker,georgiaparker@bigpond.com,0447 693 042,false
616b8370-e023-43fc-ae57-5dfafa9687e6,Andy Ma,10,andyma@chac.qld.edu.au,Kevin Ma,kevinma@icloud.com,0401 090 977,false
616bf4db-4b5e-4423-9f85-db971cc7f421,Ruby Anderson,9,rubyanderson@gmail.com,Blake Anderson,blakeanderson@yahoo.com,0484 953 677,false
61a6ed21-03e2-4c44-b7c1-64d40576a946,Hui Xu,10,huixu@student.jpc.qld.edu.au,Chen Xu,chenxu@gmail.com,0485 123 110,false
6342fa05-4a1d-4b50-a54f-4a4fc277906e,Vivian Han,12,vivianhan@loreto.qld.edu.au,Wendy Han,wendyhan@yahoo.com,0448 252 297,false
653b33fc-6913-4356-92aa-ecaff72b8b6a,Min He,9,minhe@eq.edu.au,Lei He,leihe@yahoo.com,0451 112 618,false
65792b50-4558-4850-b236-4db3eadd7af1,Madison Johnson,12,madisonjohnson@student.jpc.qld.edu.au,Olivia Johnson,oliviajohnson@iinet.net.au,0471 561 760,false
65edb57e-2a53-43ce-baa3-94825259edd7,Amy Liu,10,amyliu@student.jpc.qld.edu.au,Yi Liu,yiliu@hotmail.com,0410 352 512,false
67146945-b158-4ce9-8126-2455d160f92e,Frankie Walker,11,frankiewalker@chac.qld.edu.au,Tahlia Walker,tahliawalker@gmail.com,0408 585 369,false
6813492e-d168-493b-9d1d-dd0ceaceb8d3,Li He,11,lihe@student.jpc.qld.edu.au,Crystal He,crystalhe@icloud.com,0427 654 423,false
6a56b571-465e-47a6-aed2-f9eb8b6a9a13,Aiden Lu,9,aidenlu@eq.edu.au,Vivian Lu,vivianlu@yahoo.com,0488 097 426,true
6e3b87ad-1592-449d-867f-b98d852bc103,Scarlett Lewis,11,scarlettlewis@chac.qld.edu.au,Matilda Lewis,matildalewis@live.com,0479 604 866,false
6ef6692b-0033-4182-8bb1-3af63b415f5b,Georgia King,12,georgiaking@eq.edu.au,Indigo King,indigoking@hotmail.com,0459 671 330,false
6f07a4c9-a5ae-4304-815c-90540488a3bc,Tristan Evans,12,tristanevans@chac.qld.edu.au,Patrick Evans,patrickevans@live.com,0407 184 399,false
6f8679fa-a146-43ab-9266-ce621ce66ec8,Connor Johnson,10,connorjohnson@student.jpc.qld.edu.au,Evie Johnson,eviejohnson@bigpond.com,0407 814 018,false
702b1883-9d4f-4278-aded-113bc06d6484,Ryan Nelson,12,ryannelson@student.jpc.qld.edu.au,Holly Nelson,hollynelson@iinet.net.au,0444 386 113,true
7098f619-e1ac-477f-9d98-aefd9a391c2a,Amelia Wright,12,ameliawright@loreto.qld.edu.au,Eliza Wright,elizawright@yahoo.com,0418 063 005,false
71c47253-7442-4a24-a974-93fce30c4f59,Imogen Nelson,10,imogennelson@gmail.com,Charlotte Nelson,charlottenelson@bigpond.com,0449 635 533,false
726c23ee-052b-4d18-b3c4-eb813f37e595,Matthew Walker,10,matthewwalker@eq.edu.au,Ella Walker,ellawalker@outlook.com,0437 053 763,false
72e080ad-62b5-4aa1-9ffe-240cdff2383c,Chloe Mitchell,12,chloemitchell@chac.qld.edu.au,Harvey Mitchell,harveymitchell@gmail.com,0487 885 864,true
74e5616c-4142-41f8-b183-4afce7d9fe13,Tahlia White,10,tahliawhite@student.jpc.qld.edu.au,Max White,maxwhite@yahoo.com,0449 486 443,false
759963f3-f82c-49b9-8c79-556e45fbc9a7,Eliza Wilson,10,elizawilson@gmail.com,Imogen Wilson,imogenwilson@gmail.com,0486 180 930,false
75a1e34b-270b-4d6f-8064-aa5e88469481,Penelope Hall,12,penelopehall@chac.qld.edu.au,Archie Hall,archiehall@gmail.com,0448 948 465,false
75e1a5bd-2a29-4a8b-b6e0-1ab19e756a7b,Annabelle Wright,11,annabellewright@student.jpc.qld.edu.au,Imogen Wright,imogenwright@icloud.com,0421 785 468,false
795108b1-3ee8-4c08-a082-16eeaf708b4b,Archie Anderson,11,archieanderson@eq.edu.au,Matilda Anderson,matildaanderson@gmail.com,0468 264 422,false
799d8763-7d86-4fd7-82a6-ac48cc27c381,Georgia Adams,11,georgiaadams@eq.edu.au,Hudson Adams,hudsonadams@icloud.com,0488 461 784,false
7a257288-8eb5-4dc5-8da1-654e71d15674,Charlie Murphy,12,charliemurphy@mbbc.qld.edu.au,Harper Murphy,harpermurphy@bigpond.com,0433 386 058,false
7a798aec-6c0b-4eeb-a548-7ad59d0b566e,Levi Cook,11,levicook@loreto.qld.edu.au,Riley Cook,rileycook@gmail.com,0403 571 969,false
7afec4f2-117f-481a-9e67-eb7b8a68ffb1,Archie Parker,11,archieparker@gmail.com,Spencer Parker,spencerparker@bigpond.com,0427 740 450,false
7bd5b25d-f1b1-4d02-b466-979ee3284365,Henry Do,9,henrydo@gmail.com,Linh Do,linhdo@iinet.net.au,0442 491 272,false
7c4bfb4a-a8b5-4d4e-9193-4ffab839c9a1,Madison Young,10,madisonyoung@eq.edu.au,Blake Young,blakeyoung@gmail.com,0482 612 158,false
7dbfe406-84cf-480a-8c94-53813d21a5a3,Archie Martin,12,archiemartin@student.jpc.qld.edu.au,Levi Martin,levimartin@yahoo.com,0450 803 870,false
7e1e6dce-db56-4f55-8c92-577be3ac726a,Penelope Nelson,12,penelopenelson@student.jpc.qld.edu.au,Patrick Nelson,patricknelson@outlook.com,0463 196 636,false
7e5a31aa-f5ed-44b2-83a1-ec8f46b13092,Holly Harris,12,hollyharris@eq.edu.au,Audrey Harris,audreyharris@bigpond.com,0463 777 084,false
7f49fe19-b9b4-42c5-94ca-638d01ed7faf,Matilda Thompson,10,matildathompson@gmail.com,Eleanor Thompson,eleanorthompson@bigpond.com,0482 557 352,false
7f4b827f-9359-49ae-8447-0b215a2bbd86,Ray He,10,rayhe@student.jpc.qld.edu.au,Tony He,tonyhe@icloud.com,0411 879 840,false
807a0260-463d-4007-9bd1-b2f9d8f0d437,Nathan Smith,11,nathansmith@student.jpc.qld.edu.au,Alexander Smith,alexandersmith@gmail.com,0477 655 786,false
80dbfd3e-1bd8-41b9-a88f-9fbc6bf97174,Pooja Reddy,11,poojareddy@eq.edu.au,Asha Reddy,ashareddy@iinet.net.au,0445 976 344,false
8104c91f-291b-4dd1-a405-bce0aafb2606,Rose White,12,rosewhite@student.jpc.qld.edu.au,Sophia White,sophiawhite@hotmail.com,0439 044 048,false
819fee61-339b-43a4-8de7-ce7104aad303,Madison Phillips,9,madisonphillips@eq.edu.au,Daniel Phillips,danielphillips@yahoo.com,0441 373 197,false
81ab423f-5242-47ed-bdde-1710f898cf22,Madison Baker,12,madisonbaker@student.jpc.qld.edu.au,Willow Baker,willowbaker@iinet.net.au,0436 704 009,false
82548570-a8c5-4423-9626-6957f5061093,Matilda Baker,10,matildabaker@loreto.qld.edu.au,Patrick Baker,patrickbaker@outlook.com,0482 074 331,false
82c9e0a2-3906-47b1-9f5e-4a33feefa1f8,Spencer Wilson,12,spencerwilson@eq.edu.au,Amelia Wilson,ameliawilson@yahoo.com,0441 468 851,false
8349364e-e7d3-4345-adbb-5e0c2b36cb02,Bailey Roberts,12,baileyroberts@eq.edu.au,Liam Roberts,liamroberts@iinet.net.au,0417 719 963,false
